Linux 6.8.0-139-generic (turbo-plugin) 	09/07/2026 	_x86_64_	(4 CPU)

03:07:21 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:07:26 PM  all   27.44    0.00   11.73    0.00    0.00    1.79    0.00    0.00    0.00   59.04
03:07:31 PM  all   25.91    0.00   10.88    0.00    0.00    1.85    0.00    0.00    0.00   61.36
03:07:36 PM  all   25.56    0.00   11.34    0.00    0.00    1.90    0.00    0.00    0.00   61.19
03:07:41 PM  all   26.86    0.00   11.50    0.00    0.00    1.90    0.00    0.00    0.00   59.73
03:07:46 PM  all   26.58    0.00   11.26    0.00    0.00    1.75    0.00    0.00    0.00   60.41
03:07:51 PM  all   26.80    0.00   11.19    0.00    0.00    1.69    0.00    0.00    0.00   60.32
03:07:56 PM  all   26.73    0.00   11.65    0.00    0.00    1.85    0.00    0.00    0.00   59.77
03:08:01 PM  all   26.52    0.00   10.95    0.00    0.00    1.75    0.00    0.00    0.00   60.79
03:08:06 PM  all   26.42    0.00   10.93    0.00    0.00    1.80    0.00    0.00    0.00   60.85
03:08:11 PM  all   25.69    0.00   11.16    0.00    0.00    1.79    0.00    0.00    0.00   61.36
03:08:16 PM  all   26.41    0.00   11.36    0.00    0.00    1.70    0.00    0.00    0.00   60.53
03:08:21 PM  all   26.66    0.00   11.45    0.00    0.00    1.54    0.00    0.00    0.00   60.35
Average:     all   26.47    0.00   11.28    0.00    0.00    1.77    0.00    0.00    0.00   60.48
