Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

11:20:05 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:20:10 AM  all   27.00    0.00   13.12    0.00    0.00    1.63    0.00    0.00    0.00   58.24
11:20:15 AM  all   25.72    0.00   13.63    0.00    0.00    1.74    0.00    0.00    0.00   58.91
11:20:20 AM  all   26.32    0.00   13.34    0.00    0.00    1.49    0.00    0.00    0.00   58.85
11:20:25 AM  all   26.08    0.00   13.88    0.00    0.00    1.58    0.00    0.00    0.00   58.45
11:20:30 AM  all   25.08    0.00   13.31    0.00    0.00    1.59    0.00    0.00    0.00   60.03
11:20:35 AM  all   25.04    0.00   12.77    0.00    0.00    1.48    0.00    0.00    0.00   60.71
11:20:40 AM  all   26.24    0.00   13.04    0.00    0.00    1.53    0.00    0.00    0.00   59.18
11:20:45 AM  all   25.99    0.00   13.38    0.00    0.00    1.54    0.00    0.00    0.00   59.10
11:20:50 AM  all   25.81    0.00   13.57    0.00    0.00    1.54    0.00    0.00    0.00   59.09
11:20:55 AM  all   25.81    0.00   13.21    0.00    0.00    1.59    0.00    0.00    0.00   59.40
11:21:00 AM  all   26.78    0.00   14.01    0.00    0.00    1.59    0.00    0.00    0.00   57.62
11:21:05 AM  all   26.19    0.00   13.07    0.00    0.00    1.59    0.00    0.00    0.00   59.15
Average:     all   26.00    0.00   13.36    0.00    0.00    1.57    0.00    0.00    0.00   59.06
