Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

11:15:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:15:35 AM  all   25.41    0.00   12.47    0.00    0.00    1.84    0.00    0.00    0.00   60.28
11:15:40 AM  all   25.64    0.00   12.85    0.00    0.00    1.74    0.00    0.00    0.00   59.77
11:15:45 AM  all   24.95    0.00   12.22    0.00    0.00    1.89    0.00    0.00    0.00   60.94
11:15:50 AM  all   25.00    0.00   12.81    0.00    0.00    1.94    0.00    0.00    0.00   60.26
11:15:55 AM  all   25.20    0.00   12.19    0.00    0.00    2.00    0.00    0.00    0.00   60.60
11:16:00 AM  all   25.40    0.00   12.42    0.00    0.00    2.04    0.00    0.00    0.00   60.14
11:16:05 AM  all   24.60    0.00   12.17    0.00    0.00    1.99    0.00    0.00    0.00   61.23
11:16:10 AM  all   24.68    0.00   12.03    0.00    0.00    2.10    0.00    0.00    0.00   61.19
11:16:15 AM  all   23.87    0.00   12.55    0.00    0.00    2.00    0.00    0.00    0.00   61.58
11:16:20 AM  all   24.57    0.00   11.70    0.00    0.00    1.99    0.00    0.00    0.00   61.75
11:16:25 AM  all   24.74    0.00   12.32    0.00    0.00    2.04    0.00    0.00    0.00   60.89
11:16:30 AM  all   25.29    0.00   12.70    0.00    0.00    1.84    0.00    0.00    0.00   60.16
Average:     all   24.95    0.00   12.37    0.00    0.00    1.95    0.00    0.00    0.00   60.73
