Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

11:21:15 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:21:20 AM  all   26.89    0.00   13.80    0.00    0.00    1.59    0.00    0.00    0.00   57.72
11:21:25 AM  all   25.88    0.00   14.35    0.00    0.00    1.74    0.00    0.00    0.00   58.02
11:21:30 AM  all   25.62    0.00   13.35    0.00    0.00    1.54    0.00    0.00    0.00   59.50
11:21:35 AM  all   25.71    0.00   13.72    0.00    0.00    1.68    0.00    0.00    0.00   58.88
11:21:40 AM  all   25.24    0.00   12.88    0.00    0.00    1.54    0.00    0.00    0.00   60.34
11:21:45 AM  all   26.19    0.00   13.99    0.00    0.00    1.54    0.00    0.00    0.00   58.28
11:21:50 AM  all   25.96    0.00   13.55    0.00    0.00    1.80    0.00    0.00    0.00   58.70
11:21:55 AM  all   26.36    0.00   14.31    0.00    0.00    1.64    0.00    0.00    0.00   57.69
11:22:00 AM  all   25.82    0.00   13.45    0.00    0.00    1.79    0.00    0.00    0.00   58.95
11:22:05 AM  all   31.34    0.00   14.18    0.00    0.00    1.54    0.00    0.00    0.00   52.94
11:22:10 AM  all   28.23    0.00   14.45    0.00    0.00    1.69    0.00    0.00    0.00   55.64
11:22:15 AM  all   26.43    0.00   13.68    0.00    0.00    1.54    0.00    0.00    0.00   58.35
Average:     all   26.64    0.00   13.81    0.00    0.00    1.64    0.00    0.00    0.00   57.92
