Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

11:16:45 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:16:50 AM  all   25.90    0.00   12.69    0.00    0.00    2.00    0.00    0.00    0.00   59.42
11:16:55 AM  all   24.68    0.00   12.21    0.00    0.00    2.00    0.00    0.00    0.00   61.11
11:17:00 AM  all   23.97    0.00   11.80    0.00    0.00    1.99    0.00    0.00    0.00   62.24
11:17:05 AM  all   25.31    0.00   12.32    0.00    0.00    2.10    0.00    0.00    0.00   60.28
11:17:10 AM  all   24.71    0.00   11.94    0.00    0.00    1.85    0.00    0.00    0.00   61.51
11:17:15 AM  all   25.10    0.00   12.24    0.00    0.00    1.74    0.00    0.00    0.00   60.91
11:17:20 AM  all   24.19    0.00   11.92    0.00    0.00    1.94    0.00    0.00    0.00   61.94
11:17:25 AM  all   23.80    0.00   11.70    0.00    0.00    2.15    0.00    0.00    0.00   62.36
11:17:30 AM  all   23.81    0.00   11.85    0.00    0.00    1.94    0.00    0.00    0.00   62.39
11:17:35 AM  all   24.72    0.00   12.33    0.00    0.00    1.94    0.00    0.00    0.00   61.01
11:17:40 AM  all   25.12    0.00   11.94    0.00    0.00    1.90    0.00    0.00    0.00   61.05
11:17:45 AM  all   24.99    0.00   12.44    0.00    0.00    2.19    0.00    0.00    0.00   60.38
Average:     all   24.69    0.00   12.12    0.00    0.00    1.98    0.00    0.00    0.00   61.22
