Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

10:05:17 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:05:22 AM  all   20.55    4.65   10.38    0.00    0.00    1.18    0.00    0.00    0.00   63.24
10:05:27 AM  all   18.84    4.85   10.06    0.00    0.00    1.28    0.00    0.00    0.00   64.98
10:05:32 AM  all   19.36    4.84   10.49    0.00    0.00    1.27    0.00    0.00    0.00   64.03
10:05:37 AM  all   19.23    5.01   10.18    0.00    0.00    1.13    0.00    0.00    0.00   64.45
10:05:42 AM  all   19.30    4.63   10.18    0.00    0.00    1.43    0.00    0.00    0.00   64.46
10:05:47 AM  all   19.02    5.07   10.20    0.00    0.00    1.13    0.00    0.00    0.00   64.58
10:05:52 AM  all   19.48    4.79   10.50    0.00    0.00    1.43    0.00    0.00    0.00   63.79
10:05:57 AM  all   18.55    4.74   10.45    0.00    0.00    1.12    0.00    0.00    0.00   65.14
10:06:02 AM  all   19.42    4.89   10.40    0.00    0.00    1.48    0.00    0.00    0.00   63.81
10:06:07 AM  all   18.99    4.68   10.39    0.00    0.00    1.43    0.00    0.00    0.00   64.51
10:06:12 AM  all   19.17    4.75   10.07    0.00    0.00    1.12    0.00    0.00    0.00   64.88
10:06:17 AM  all   19.98    4.88   10.42    0.05    0.00    1.53    0.00    0.00    0.00   63.14
Average:     all   19.32    4.82   10.31    0.00    0.00    1.29    0.00    0.00    0.00   64.25
