Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

09:59:25 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:59:30 AM  all   27.01    0.00   13.91    0.00    0.00    1.64    0.00    0.00    0.00   57.44
09:59:35 AM  all   26.00    0.00   13.18    0.05    0.00    1.59    0.00    0.00    0.00   59.18
09:59:40 AM  all   26.16    0.00   13.47    0.00    0.00    1.69    0.00    0.00    0.00   58.68
09:59:45 AM  all   26.09    0.00   13.38    0.00    0.00    1.74    0.00    0.00    0.00   58.79
09:59:50 AM  all   26.36    0.00   13.61    0.00    0.00    1.79    0.00    0.00    0.00   58.24
09:59:55 AM  all   26.42    0.00   13.90    0.00    0.00    1.64    0.00    0.00    0.00   58.03
10:00:00 AM  all   26.09    0.00   13.55    0.00    0.00    1.74    0.00    0.00    0.00   58.62
10:00:05 AM  all   29.08    0.00   13.77    0.00    0.00    1.38    0.00    0.00    0.00   55.76
10:00:10 AM  all   26.01    0.00   13.72    0.00    0.00    1.74    0.00    0.00    0.00   58.53
10:00:15 AM  all   25.93    0.00   13.45    0.00    0.00    1.59    0.00    0.00    0.00   59.03
10:00:20 AM  all   26.54    0.00   13.40    0.00    0.00    1.44    0.00    0.00    0.00   58.62
10:00:25 AM  all   25.83    0.00   13.48    0.00    0.00    1.84    0.00    0.00    0.00   58.86
Average:     all   26.46    0.00   13.57    0.00    0.00    1.65    0.00    0.00    0.00   58.31
