Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

10:03:52 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:03:57 AM  all   11.75   67.40   17.30    0.00    0.00    0.15    0.00    0.00    0.00    3.40
10:04:02 AM  all   18.75   10.29   10.65    0.00    0.00    1.27    0.00    0.00    0.00   59.04
10:04:07 AM  all   19.31    4.46   10.50    0.00    0.00    1.13    0.00    0.00    0.00   64.60
10:04:12 AM  all   19.52    4.85   10.88    0.00    0.00    1.33    0.00    0.00    0.00   63.41
10:04:17 AM  all   19.51    5.06   10.06    0.00    0.00    1.33    0.00    0.00    0.00   64.04
10:04:22 AM  all   18.99    4.85   10.06    0.00    0.00    1.43    0.00    0.00    0.00   64.68
10:04:27 AM  all   18.38    4.63   10.08    0.00    0.00    1.32    0.00    0.00    0.00   65.58
10:04:32 AM  all   18.85    4.84    9.68    0.00    0.00    1.27    0.00    0.00    0.00   65.36
10:04:37 AM  all   18.71    5.00   10.10    0.00    0.00    1.43    0.00    0.00    0.00   64.76
10:04:42 AM  all   19.20    4.80   10.42    0.00    0.00    1.43    0.00    0.00    0.00   64.15
10:04:47 AM  all   19.22    4.84   10.10    0.00    0.00    1.27    0.00    0.00    0.00   64.56
10:04:52 AM  all   19.48    5.00   10.35    0.00    0.00    1.48    0.00    0.00    0.00   63.69
Average:     all   18.46   10.60   10.86    0.00    0.00    1.24    0.00    0.00    0.00   58.84
