Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

09:40:33 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:40:38 AM  all   81.79    0.00   15.11    0.00    0.00    0.10    0.00    0.00    0.00    3.00
09:40:43 AM  all   85.96    0.00   13.84    0.00    0.00    0.05    0.00    0.00    0.00    0.15
09:40:48 AM  all   85.64    0.00   14.26    0.00    0.00    0.00    0.00    0.00    0.00    0.10
09:40:53 AM  all   85.25    0.00   14.55    0.00    0.00    0.00    0.00    0.00    0.00    0.20
09:40:58 AM  all   85.25    0.00   14.60    0.00    0.00    0.10    0.00    0.00    0.00    0.05
09:41:03 AM  all   85.35    0.00   14.50    0.00    0.00    0.05    0.00    0.00    0.00    0.10
09:41:08 AM  all   85.43    0.00   14.42    0.00    0.00    0.10    0.00    0.00    0.00    0.05
09:41:13 AM  all   86.00    0.00   13.75    0.00    0.00    0.05    0.00    0.00    0.00    0.20
09:41:18 AM  all   85.44    0.00   14.46    0.00    0.00    0.00    0.00    0.00    0.00    0.10
09:41:23 AM  all   85.25    0.00   14.50    0.00    0.00    0.10    0.00    0.00    0.00    0.15
09:41:28 AM  all   85.54    0.00   14.26    0.00    0.00    0.05    0.00    0.00    0.00    0.15
09:41:33 AM  all   85.11    0.00   14.59    0.00    0.00    0.05    0.00    0.00    0.00    0.25
Average:     all   85.17    0.00   14.40    0.00    0.00    0.05    0.00    0.00    0.00    0.38
