Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

09:45:12 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:45:17 AM  all   10.26   70.07   17.22    0.00    0.00    0.10    0.00    0.00    0.00    2.35
09:45:22 AM  all    8.90   76.09   14.86    0.00    0.00    0.00    0.00    0.00    0.00    0.15
09:45:27 AM  all    9.04   76.27   14.44    0.00    0.00    0.05    0.00    0.00    0.00    0.20
09:45:32 AM  all    9.17   76.30   14.43    0.00    0.00    0.00    0.00    0.00    0.00    0.10
09:45:37 AM  all    8.94   76.62   14.24    0.00    0.00    0.05    0.00    0.00    0.00    0.15
09:45:42 AM  all    9.10   76.29   14.41    0.00    0.00    0.00    0.00    0.00    0.00    0.20
09:45:47 AM  all    9.45   76.49   13.96    0.00    0.00    0.05    0.00    0.00    0.00    0.05
09:45:52 AM  all    9.65   76.35   13.85    0.00    0.00    0.05    0.00    0.00    0.00    0.10
09:45:57 AM  all    9.41   76.18   14.26    0.00    0.00    0.00    0.00    0.00    0.00    0.15
09:46:02 AM  all    8.80   76.76   14.24    0.00    0.00    0.00    0.00    0.00    0.00    0.20
09:46:07 AM  all    9.85   76.49   13.41    0.00    0.00    0.05    0.00    0.00    0.00    0.20
09:46:12 AM  all    9.51   75.81   14.32    0.00    0.00    0.05    0.00    0.00    0.00    0.30
Average:     all    9.34   75.81   14.47    0.00    0.00    0.03    0.00    0.00    0.00    0.35
