Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

09:35:55 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:36:00 AM  all   82.01    0.00   15.13    0.00    0.00    0.00    0.00    0.00    0.00    2.86
09:36:05 AM  all   85.55    0.00   14.15    0.00    0.00    0.10    0.00    0.00    0.00    0.20
09:36:10 AM  all   85.64    0.00   14.16    0.00    0.00    0.00    0.00    0.00    0.00    0.20
09:36:15 AM  all   84.94    0.00   14.81    0.00    0.00    0.00    0.00    0.00    0.00    0.25
09:36:20 AM  all   85.20    0.00   14.60    0.00    0.00    0.10    0.00    0.00    0.00    0.10
09:36:25 AM  all   85.30    0.00   14.60    0.00    0.00    0.00    0.00    0.00    0.00    0.10
09:36:30 AM  all   85.56    0.00   14.09    0.00    0.00    0.10    0.00    0.00    0.00    0.25
09:36:35 AM  all   85.29    0.00   14.61    0.00    0.00    0.00    0.00    0.00    0.00    0.10
09:36:40 AM  all   85.54    0.00   14.16    0.00    0.00    0.00    0.00    0.00    0.00    0.30
09:36:45 AM  all   85.44    0.00   14.41    0.00    0.00    0.05    0.00    0.00    0.00    0.10
09:36:50 AM  all   85.46    0.00   14.29    0.00    0.00    0.10    0.00    0.00    0.00    0.15
09:36:55 AM  all   85.49    0.00   14.46    0.00    0.00    0.05    0.00    0.00    0.00    0.00
Average:     all   85.12    0.00   14.46    0.00    0.00    0.04    0.00    0.00    0.00    0.38
