Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

09:57:59 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:58:04 AM  all   80.79    0.00   15.46    0.00    0.00    0.15    0.00    0.00    0.00    3.60
09:58:09 AM  all   29.06    0.00   13.74    0.00    0.00    1.33    0.00    0.00    0.00   55.87
09:58:14 AM  all   25.92    0.00   13.37    0.00    0.00    1.69    0.00    0.00    0.00   59.02
09:58:19 AM  all   25.96    0.00   13.62    0.00    0.00    1.64    0.00    0.00    0.00   58.78
09:58:24 AM  all   26.36    0.00   12.87    0.00    0.00    1.74    0.00    0.00    0.00   59.03
09:58:29 AM  all   26.08    0.00   13.63    0.00    0.00    1.34    0.00    0.00    0.00   58.95
09:58:34 AM  all   26.19    0.00   13.84    0.00    0.00    1.79    0.00    0.00    0.00   58.18
09:58:39 AM  all   26.49    0.00   13.42    0.00    0.00    1.59    0.00    0.00    0.00   58.50
09:58:44 AM  all   25.42    0.00   12.94    0.00    0.00    1.59    0.00    0.00    0.00   60.05
09:58:49 AM  all   26.55    0.00   14.32    0.00    0.00    1.64    0.00    0.00    0.00   57.49
09:58:54 AM  all   26.10    0.00   14.10    0.00    0.00    1.53    0.00    0.00    0.00   58.27
09:58:59 AM  all   25.22    0.00   13.71    0.00    0.00    1.54    0.00    0.00    0.00   59.53
Average:     all   30.95    0.00   13.76    0.00    0.00    1.46    0.00    0.00    0.00   53.84
