Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

09:54:54 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:54:59 AM  all   25.33    0.00   12.54    0.00    0.00    1.64    0.00    0.00    0.00   60.49
09:55:04 AM  all   26.92    0.00   12.36    0.00    0.00    1.84    0.00    0.00    0.00   58.89
09:55:09 AM  all   24.65    0.00   12.66    0.00    0.00    2.15    0.00    0.00    0.00   60.53
09:55:14 AM  all   26.14    0.00   13.04    0.00    0.00    1.99    0.00    0.00    0.00   58.82
09:55:19 AM  all   24.35    0.00   12.63    0.00    0.00    2.15    0.00    0.00    0.00   60.87
09:55:24 AM  all   24.40    0.00   12.56    0.00    0.00    2.05    0.00    0.00    0.00   60.99
09:55:29 AM  all   24.88    0.00   12.75    0.00    0.00    2.00    0.00    0.00    0.00   60.37
09:55:34 AM  all   24.32    0.00   12.14    0.00    0.00    1.95    0.00    0.00    0.00   61.60
09:55:39 AM  all   24.26    0.00   12.41    0.00    0.00    2.25    0.00    0.00    0.00   61.08
09:55:44 AM  all   24.27    0.05   13.03    0.00    0.00    1.84    0.00    0.00    0.00   60.81
09:55:49 AM  all   24.54    0.00   12.24    0.00    0.00    1.90    0.00    0.00    0.00   61.32
09:55:54 AM  all   24.26    0.00   12.61    0.00    0.00    1.99    0.00    0.00    0.00   61.13
Average:     all   24.86    0.00   12.58    0.00    0.00    1.98    0.00    0.00    0.00   60.58
