Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

09:46:45 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:46:50 AM  all   10.03   71.36   15.85    0.00    0.00    0.00    0.00    0.00    0.00    2.76
09:46:55 AM  all    8.84   76.07   14.79    0.00    0.00    0.00    0.00    0.00    0.00    0.30
09:47:00 AM  all    9.46   76.92   13.42    0.00    0.00    0.05    0.00    0.00    0.00    0.15
09:47:05 AM  all    8.80   76.75   14.25    0.00    0.00    0.00    0.00    0.00    0.00    0.20
09:47:10 AM  all    9.35   76.14   14.36    0.00    0.00    0.00    0.00    0.00    0.00    0.15
09:47:15 AM  all    9.23   76.20   14.22    0.00    0.00    0.10    0.00    0.00    0.00    0.25
09:47:20 AM  all    8.92   76.40   14.58    0.00    0.00    0.00    0.00    0.00    0.00    0.10
09:47:25 AM  all    9.25   76.44   14.16    0.00    0.00    0.00    0.00    0.00    0.00    0.15
09:47:30 AM  all    9.20   76.85   13.75    0.00    0.00    0.05    0.00    0.00    0.00    0.15
09:47:35 AM  all    9.65   76.24   13.96    0.00    0.00    0.00    0.00    0.00    0.00    0.15
09:47:40 AM  all    9.41   76.33   14.11    0.00    0.00    0.00    0.00    0.00    0.00    0.15
09:47:45 AM  all    9.35   76.05   14.40    0.00    0.00    0.00    0.00    0.00    0.00    0.20
Average:     all    9.29   75.98   14.32    0.00    0.00    0.02    0.00    0.00    0.00    0.39
