Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

07:39:04 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:39:09 AM  all   80.13    0.00   16.92    0.00    0.00    0.05    0.00    0.00    0.00    2.90
07:39:14 AM  all   82.10    0.00   17.65    0.00    0.00    0.10    0.00    0.00    0.00    0.15
07:39:19 AM  all   82.83    0.00   17.02    0.00    0.00    0.10    0.00    0.00    0.00    0.05
07:39:24 AM  all   82.57    0.00   17.33    0.00    0.00    0.05    0.00    0.00    0.00    0.05
07:39:29 AM  all   82.47    0.00   17.33    0.00    0.00    0.15    0.00    0.00    0.00    0.05
07:39:34 AM  all   81.98    0.00   17.87    0.00    0.00    0.05    0.00    0.00    0.00    0.10
07:39:39 AM  all   82.08    0.00   17.87    0.00    0.00    0.05    0.00    0.00    0.00    0.00
07:39:44 AM  all   82.65    0.00   17.20    0.00    0.00    0.05    0.00    0.00    0.00    0.10
07:39:49 AM  all   82.82    0.00   17.08    0.00    0.00    0.10    0.00    0.00    0.00    0.00
07:39:54 AM  all   82.18    0.00   17.67    0.00    0.00    0.10    0.00    0.00    0.00    0.05
07:39:59 AM  all   82.41    0.00   17.44    0.00    0.00    0.05    0.00    0.00    0.00    0.10
07:40:04 AM  all   82.61    0.00   17.29    0.00    0.00    0.10    0.00    0.00    0.00    0.00
Average:     all   82.24    0.00   17.39    0.00    0.00    0.08    0.00    0.00    0.00    0.30
