Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

07:49:52 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:49:57 AM  all   23.93    0.00    5.39    0.00    0.00    1.42    0.00    0.00    0.00   69.26
07:50:02 AM  all   22.90    0.00    4.99    0.05    0.00    1.48    0.00    0.00    0.00   70.59
07:50:07 AM  all   22.72    0.00    4.74    0.00    0.00    1.38    0.00    0.00    0.00   71.17
07:50:12 AM  all   22.70    0.00    4.74    0.00    0.00    1.38    0.00    0.00    0.00   71.17
07:50:17 AM  all   23.22    0.00    4.68    0.00    0.00    1.58    0.00    0.00    0.00   70.52
07:50:22 AM  all   22.38    0.00    4.83    0.00    0.00    1.48    0.00    0.00    0.00   71.31
07:50:27 AM  all   23.12    0.00    4.49    0.00    0.00    1.48    0.00    0.00    0.00   70.90
07:50:32 AM  all   22.44    0.00    4.53    0.00    0.00    1.42    0.00    0.00    0.00   71.60
07:50:37 AM  all   22.68    0.00    4.44    0.00    0.00    1.48    0.00    0.00    0.00   71.40
07:50:42 AM  all   22.62    0.00    4.68    0.00    0.00    1.58    0.00    0.00    0.00   71.12
07:50:47 AM  all   22.99    0.00    4.72    0.00    0.00    1.52    0.00    0.00    0.00   70.76
07:50:52 AM  all   22.32    0.00    4.90    0.00    0.00    1.28    0.00    0.00    0.00   71.50
Average:     all   22.84    0.00    4.76    0.00    0.00    1.46    0.00    0.00    0.00   70.94
