Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

07:40:24 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:40:29 AM  all   79.80    0.00   17.25    0.00    0.00    0.15    0.00    0.00    0.00    2.80
07:40:34 AM  all   82.23    0.00   17.67    0.00    0.00    0.00    0.00    0.00    0.00    0.10
07:40:39 AM  all   82.47    0.00   17.28    0.00    0.00    0.15    0.00    0.00    0.00    0.10
07:40:44 AM  all   82.74    0.00   17.11    0.00    0.00    0.10    0.00    0.00    0.00    0.05
07:40:49 AM  all   82.43    0.00   17.32    0.00    0.00    0.10    0.00    0.00    0.00    0.15
07:40:54 AM  all   82.02    0.00   17.83    0.00    0.00    0.05    0.00    0.00    0.00    0.10
07:40:59 AM  all   82.64    0.00   17.16    0.00    0.00    0.15    0.00    0.00    0.00    0.05
07:41:04 AM  all   81.95    0.00   17.95    0.00    0.00    0.05    0.00    0.00    0.00    0.05
07:41:09 AM  all   82.98    0.00   16.97    0.00    0.00    0.00    0.00    0.00    0.00    0.05
07:41:14 AM  all   82.46    0.00   17.39    0.00    0.00    0.10    0.00    0.00    0.00    0.05
07:41:19 AM  all   81.99    0.00   17.81    0.00    0.00    0.10    0.00    0.00    0.00    0.10
07:41:24 AM  all   81.93    0.00   18.02    0.00    0.00    0.00    0.00    0.00    0.00    0.05
Average:     all   82.14    0.00   17.48    0.00    0.00    0.08    0.00    0.00    0.00    0.30
