Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

06:35:47 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:35:52 AM  all   89.08    0.00    7.86    0.00    0.00    0.05    0.00    0.00    0.00    3.00
06:35:57 AM  all   91.61    0.00    7.99    0.00    0.00    0.10    0.00    0.00    0.00    0.30
06:36:02 AM  all   91.89    0.00    7.91    0.00    0.00    0.05    0.00    0.00    0.00    0.15
06:36:07 AM  all   91.68    0.00    8.07    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:36:12 AM  all   91.50    0.00    8.05    0.00    0.00    0.10    0.00    0.00    0.00    0.35
06:36:17 AM  all   92.05    0.00    7.65    0.00    0.00    0.05    0.00    0.00    0.00    0.25
06:36:22 AM  all   91.90    0.00    7.95    0.00    0.00    0.00    0.00    0.00    0.00    0.15
06:36:27 AM  all   92.00    0.00    7.70    0.00    0.00    0.10    0.00    0.00    0.00    0.20
06:36:32 AM  all   91.99    0.00    7.81    0.00    0.00    0.05    0.00    0.00    0.00    0.15
06:36:37 AM  all   91.80    0.00    7.90    0.00    0.00    0.05    0.00    0.00    0.00    0.25
06:36:42 AM  all   91.60    0.00    8.10    0.00    0.00    0.00    0.00    0.00    0.00    0.30
06:36:47 AM  all   91.60    0.00    8.05    0.00    0.00    0.15    0.00    0.00    0.00    0.20
Average:     all   91.56    0.00    7.92    0.00    0.00    0.06    0.00    0.00    0.00    0.46
