Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

06:41:39 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:41:44 AM  all   11.21   76.49    9.35    0.00    0.00    0.00    0.00    0.00    0.00    2.95
06:41:49 AM  all   11.35   80.30    8.10    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:41:54 AM  all   10.91   80.78    8.21    0.00    0.00    0.05    0.00    0.00    0.00    0.05
06:41:59 AM  all   11.10   80.90    7.75    0.00    0.00    0.00    0.00    0.00    0.00    0.25
06:42:04 AM  all   10.90   81.30    7.60    0.00    0.00    0.05    0.00    0.00    0.00    0.15
06:42:09 AM  all   10.66   81.23    7.86    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:42:14 AM  all   11.09   80.76    7.95    0.00    0.00    0.00    0.00    0.00    0.00    0.20
06:42:19 AM  all   11.41   80.33    8.01    0.00    0.00    0.00    0.00    0.00    0.00    0.25
06:42:24 AM  all   10.21   82.03    7.56    0.00    0.00    0.05    0.00    0.00    0.00    0.15
06:42:29 AM  all   11.50   80.70    7.60    0.00    0.00    0.00    0.00    0.00    0.00    0.20
06:42:34 AM  all   10.50   81.40    7.85    0.00    0.00    0.10    0.00    0.00    0.00    0.15
06:42:39 AM  all   10.55   81.50    7.65    0.00    0.00    0.05    0.00    0.00    0.00    0.25
Average:     all   10.95   80.64    7.96    0.00    0.00    0.03    0.00    0.00    0.00    0.42
