Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

06:47:58 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:48:03 AM  all   88.65    0.00    8.10    0.00    0.00    0.10    0.00    0.00    0.00    3.15
06:48:08 AM  all   91.60    0.00    8.15    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:48:13 AM  all   91.64    0.00    8.11    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:48:18 AM  all   91.89    0.00    7.91    0.00    0.00    0.05    0.00    0.00    0.00    0.15
06:48:23 AM  all   91.55    0.00    8.05    0.00    0.00    0.05    0.00    0.00    0.00    0.35
06:48:28 AM  all   91.50    0.00    8.20    0.00    0.00    0.00    0.00    0.00    0.00    0.30
06:48:33 AM  all   91.94    0.00    7.71    0.00    0.00    0.15    0.00    0.00    0.00    0.20
06:48:38 AM  all   91.55    0.00    8.20    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:48:43 AM  all   91.75    0.00    8.05    0.00    0.00    0.05    0.00    0.00    0.00    0.15
06:48:48 AM  all   91.35    0.00    8.30    0.00    0.00    0.05    0.00    0.00    0.00    0.30
06:48:53 AM  all   92.10    0.00    7.75    0.00    0.00    0.00    0.00    0.00    0.00    0.15
06:48:58 AM  all   91.35    0.00    8.25    0.00    0.00    0.10    0.00    0.00    0.00    0.30
Average:     all   91.41    0.00    8.07    0.00    0.00    0.06    0.00    0.00    0.00    0.47
