Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

06:20:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:20:45 AM  all   10.62   76.51    9.91    0.00    0.00    0.05    0.00    0.00    0.00    2.90
06:20:50 AM  all   11.45   79.95    8.30    0.00    0.00    0.00    0.00    0.00    0.00    0.30
06:20:55 AM  all   11.40   80.70    7.80    0.00    0.00    0.05    0.00    0.00    0.00    0.05
06:21:00 AM  all   10.99   80.96    7.75    0.00    0.00    0.10    0.00    0.00    0.00    0.20
06:21:05 AM  all   10.86   81.03    7.76    0.00    0.00    0.05    0.00    0.00    0.00    0.30
06:21:10 AM  all   11.01   80.78    7.81    0.00    0.00    0.05    0.00    0.00    0.00    0.35
06:21:15 AM  all   10.91   81.09    7.75    0.00    0.00    0.00    0.00    0.00    0.00    0.25
06:21:20 AM  all   11.10   80.90    7.75    0.00    0.00    0.00    0.00    0.00    0.00    0.25
06:21:25 AM  all   11.01   80.84    7.85    0.00    0.00    0.05    0.00    0.00    0.00    0.25
06:21:30 AM  all   11.41   80.58    7.86    0.00    0.00    0.00    0.00    0.00    0.00    0.15
06:21:35 AM  all   10.99   81.27    7.59    0.00    0.00    0.05    0.00    0.00    0.00    0.10
06:21:40 AM  all   10.71   81.53    7.46    0.00    0.00    0.00    0.00    0.00    0.00    0.30
Average:     all   11.04   80.51    7.97    0.00    0.00    0.03    0.00    0.00    0.00    0.45
