Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

06:22:09 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:22:14 AM  all   11.54   76.31    9.05    0.00    0.00    0.10    0.00    0.00    0.00    3.00
06:22:19 AM  all   10.81   80.73    8.21    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:22:24 AM  all   10.64   81.07    8.04    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:22:29 AM  all   10.68   81.35    7.77    0.00    0.00    0.00    0.00    0.00    0.00    0.20
06:22:34 AM  all   11.24   80.61    7.80    0.00    0.00    0.05    0.00    0.00    0.00    0.30
06:22:39 AM  all   10.30   81.75    7.75    0.00    0.00    0.00    0.00    0.00    0.00    0.20
06:22:44 AM  all   11.10   80.55    7.95    0.00    0.00    0.10    0.00    0.00    0.00    0.30
06:22:49 AM  all   10.62   81.12    8.01    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:22:54 AM  all   10.99   80.66    8.10    0.00    0.00    0.00    0.00    0.00    0.00    0.25
06:22:59 AM  all   11.25   80.60    7.85    0.00    0.00    0.10    0.00    0.00    0.00    0.20
06:23:04 AM  all   11.07   80.71    8.02    0.00    0.00    0.00    0.00    0.00    0.00    0.20
06:23:09 AM  all   10.70   81.60    7.60    0.00    0.00    0.00    0.00    0.00    0.00    0.10
Average:     all   10.91   80.59    8.01    0.00    0.00    0.04    0.00    0.00    0.00    0.45
