Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

06:11:55 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:12:00 AM  all   89.21    0.00    7.70    0.00    0.00    0.05    0.00    0.00    0.00    3.05
06:12:05 AM  all   91.43    0.00    8.17    0.00    0.00    0.05    0.00    0.00    0.00    0.35
06:12:10 AM  all   91.66    0.00    8.09    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:12:15 AM  all   92.14    0.00    7.56    0.00    0.00    0.10    0.00    0.00    0.00    0.20
06:12:20 AM  all   92.00    0.00    7.75    0.00    0.00    0.00    0.00    0.00    0.00    0.25
06:12:25 AM  all   91.70    0.00    7.90    0.00    0.00    0.15    0.00    0.00    0.00    0.25
06:12:30 AM  all   91.89    0.00    7.86    0.00    0.00    0.00    0.00    0.00    0.00    0.25
06:12:35 AM  all   91.85    0.00    7.75    0.00    0.00    0.15    0.00    0.00    0.00    0.25
06:12:40 AM  all   91.95    0.00    7.80    0.00    0.00    0.10    0.00    0.00    0.00    0.15
06:12:45 AM  all   91.99    0.00    7.91    0.00    0.00    0.00    0.00    0.00    0.00    0.10
06:12:50 AM  all   92.00    0.00    7.70    0.00    0.00    0.00    0.00    0.00    0.00    0.30
06:12:55 AM  all   91.22    0.00    8.33    0.00    0.00    0.15    0.00    0.00    0.00    0.30
Average:     all   91.59    0.00    7.88    0.00    0.00    0.07    0.00    0.00    0.00    0.47
