Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

06:34:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:34:23 AM  all   89.18    0.00    7.66    0.00    0.00    0.00    0.00    0.00    0.00    3.15
06:34:28 AM  all   91.35    0.00    8.10    0.00    0.00    0.05    0.00    0.00    0.00    0.50
06:34:33 AM  all   91.90    0.00    7.80    0.00    0.00    0.10    0.00    0.00    0.00    0.20
06:34:38 AM  all   91.94    0.00    7.86    0.00    0.00    0.00    0.00    0.00    0.00    0.20
06:34:43 AM  all   91.86    0.00    7.94    0.00    0.00    0.00    0.00    0.00    0.00    0.20
06:34:48 AM  all   92.04    0.00    7.76    0.00    0.00    0.05    0.00    0.00    0.00    0.15
06:34:53 AM  all   91.90    0.00    8.00    0.00    0.00    0.05    0.00    0.00    0.00    0.05
06:34:58 AM  all   91.99    0.00    7.61    0.00    0.00    0.05    0.00    0.00    0.00    0.35
06:35:03 AM  all   91.41    0.00    8.14    0.00    0.00    0.10    0.00    0.00    0.00    0.35
06:35:08 AM  all   91.49    0.00    8.36    0.00    0.00    0.00    0.00    0.00    0.00    0.15
06:35:13 AM  all   91.66    0.00    8.04    0.00    0.00    0.10    0.00    0.00    0.00    0.20
06:35:18 AM  all   91.69    0.00    8.11    0.00    0.00    0.00    0.00    0.00    0.00    0.20
Average:     all   91.53    0.00    7.95    0.00    0.00    0.04    0.00    0.00    0.00    0.48
