Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

06:58:10 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:58:15 AM  all   11.52   76.70    9.17    0.00    0.00    0.00    0.00    0.00    0.00    2.61
06:58:20 AM  all   11.75   79.85    8.10    0.00    0.00    0.05    0.00    0.00    0.00    0.25
06:58:25 AM  all   10.81   80.89    8.05    0.00    0.00    0.00    0.00    0.00    0.00    0.25
06:58:30 AM  all   11.41   80.83    7.46    0.00    0.00    0.05    0.00    0.00    0.00    0.25
06:58:35 AM  all   10.99   80.77    7.99    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:58:40 AM  all   11.37   80.82    7.61    0.00    0.00    0.00    0.00    0.00    0.00    0.20
06:58:45 AM  all   10.74   80.87    8.09    0.00    0.00    0.05    0.00    0.00    0.00    0.25
06:58:50 AM  all   11.11   80.89    7.80    0.00    0.00    0.00    0.00    0.00    0.00    0.20
06:58:55 AM  all   10.92   81.32    7.61    0.00    0.00    0.05    0.00    0.00    0.00    0.10
06:59:00 AM  all   11.40   81.00    7.45    0.00    0.00    0.00    0.00    0.00    0.00    0.15
06:59:05 AM  all   11.15   81.15    7.45    0.00    0.00    0.00    0.00    0.00    0.00    0.25
06:59:10 AM  all   10.81   81.33    7.76    0.00    0.00    0.00    0.00    0.00    0.00    0.10
Average:     all   11.16   80.54    7.88    0.00    0.00    0.02    0.00    0.00    0.00    0.40
