Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

06:28:27 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:28:32 AM  all   89.11    0.00    7.75    0.00    0.00    0.20    0.00    0.00    0.00    2.95
06:28:37 AM  all   91.80    0.00    7.95    0.00    0.00    0.00    0.00    0.00    0.00    0.25
06:28:42 AM  all   91.80    0.00    8.05    0.00    0.00    0.00    0.00    0.00    0.00    0.15
06:28:47 AM  all   91.90    0.00    7.85    0.00    0.00    0.10    0.00    0.00    0.00    0.15
06:28:52 AM  all   91.95    0.00    7.65    0.00    0.00    0.10    0.00    0.00    0.00    0.30
06:28:57 AM  all   91.49    0.00    8.21    0.00    0.00    0.00    0.00    0.00    0.00    0.30
06:29:02 AM  all   91.65    0.00    7.95    0.00    0.00    0.05    0.00    0.00    0.00    0.35
06:29:07 AM  all   91.74    0.00    8.01    0.00    0.00    0.10    0.00    0.00    0.00    0.15
06:29:12 AM  all   91.56    0.00    8.09    0.00    0.00    0.10    0.00    0.00    0.00    0.25
06:29:17 AM  all   91.94    0.00    7.91    0.00    0.00    0.00    0.00    0.00    0.00    0.15
06:29:22 AM  all   91.90    0.00    7.85    0.00    0.00    0.10    0.00    0.00    0.00    0.15
06:29:27 AM  all   92.15    0.00    7.55    0.00    0.00    0.05    0.00    0.00    0.00    0.25
Average:     all   91.58    0.00    7.90    0.00    0.00    0.07    0.00    0.00    0.00    0.45
