Linux 6.8.0-139-generic (turbo-plugin) 	09/08/2026 	_x86_64_	(4 CPU)

06:10:26 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:10:31 AM  all   89.63    0.00    7.66    0.00    0.00    0.05    0.00    0.00    0.00    2.65
06:10:36 AM  all   91.80    0.00    7.85    0.00    0.00    0.10    0.00    0.00    0.00    0.25
06:10:41 AM  all   91.81    0.00    7.79    0.00    0.00    0.10    0.00    0.00    0.00    0.30
06:10:46 AM  all   91.84    0.00    7.91    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:10:51 AM  all   91.80    0.00    8.00    0.00    0.00    0.05    0.00    0.00    0.00    0.15
06:10:56 AM  all   91.50    0.05    8.10    0.00    0.00    0.10    0.00    0.00    0.00    0.25
06:11:01 AM  all   91.89    0.00    8.01    0.00    0.00    0.00    0.00    0.00    0.00    0.10
06:11:06 AM  all   91.90    0.00    7.95    0.00    0.00    0.05    0.00    0.00    0.00    0.10
06:11:11 AM  all   92.15    0.00    7.60    0.00    0.00    0.05    0.00    0.00    0.00    0.20
06:11:16 AM  all   91.95    0.00    7.75    0.00    0.00    0.05    0.00    0.00    0.00    0.25
06:11:21 AM  all   91.71    0.00    7.94    0.00    0.00    0.05    0.00    0.00    0.00    0.30
06:11:26 AM  all   91.90    0.00    7.90    0.00    0.00    0.10    0.00    0.00    0.00    0.10
Average:     all   91.66    0.00    7.87    0.00    0.00    0.06    0.00    0.00    0.00    0.40
